,Acetobacteraceae,Acholeplasmataceae,Acidaminococcaceae,Acidimicrobiaceae,Acidimicrobiales_unclassified,Acidobacteria_Gp1_family_incertae_sedis,Acidobacteria_Gp10_family_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Acidobacteria_Gp2_family_incertae_sedis,Acidobacteria_Gp3_family_incertae_sedis,Acidobacteria_Gp3_unclassified,Acidobacteria_Gp4_family_incertae_sedis,Acidobacteria_Gp5_family_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Acidobacteria_unclassified,Actinobacteria_unclassified,Actinomycetaceae,Actinomycetales_unclassified,Aerococcaceae,Aeromonadaceae,Alcaligenaceae,Alphaproteobacteria_family_incertae_sedis,Alphaproteobacteria_unclassified,Alteromonadaceae,Anaerolineaceae,Anaeroplasmataceae,Armatimonadetes_gp5_family_incetae_sedis,Aurantimonadaceae,Bacillaceae_1,Bacillales_Incertae_Sedis_XI,Bacillales_unclassified,Bacilli_unclassified,Bacteria_unclassified,Bacteriovoracaceae,Bacteroidaceae,Bacteroidales_unclassified,Bacteroidetes_unclassified,Bdellovibrionaceae,Beijerinckiaceae,Betaproteobacteria_unclassified,Bifidobacteriaceae,Bradyrhizobiaceae,Brucellaceae,Burkholderiaceae,Burkholderiales_incertae_sedis,Burkholderiales_unclassified,Campylobacteraceae,Carnobacteriaceae,Caulobacteraceae,Cellulomonadaceae,Chitinophagaceae,Chlamydiales_unclassified,Chloroflexi_unclassified,Chromatiaceae,Chthonomonadaceae,Clostridia_unclassified,Clostridiaceae_1,Clostridiales_Incertae_Sedis_III,Clostridiales_Incertae_Sedis_XI,Clostridiales_unclassified,Comamonadaceae,Conexibacteraceae,Coriobacteriaceae,Corynebacteriaceae,Coxiellaceae,Cryomorphaceae,Cystobacteraceae,Cytophagaceae,Deinococcaceae,Deltaproteobacteria_unclassified,Demequinaceae,Dermabacteraceae,Dermacoccaceae,Desulfovibrionaceae,Desulfovibrionales_unclassified,Dietziaceae,Enterobacteriaceae,Enterococcaceae,Erysipelotrichaceae,Erythrobacteraceae,Eubacteriaceae,Firmicutes_unclassified,Flavobacteriaceae,Fusobacteriaceae,Fusobacteriales_unclassified,Gammaproteobacteria_unclassified,Gemmatimonadaceae,Geobacteraceae,Geodermatophilaceae,Halomonadaceae,Helicobacteraceae,Holophagaceae,Hydrogenophilaceae,Hyphomicrobiaceae,Idiomarinaceae,Intrasporangiaceae,Lachnospiraceae,Lactobacillaceae,Lactobacillales_unclassified,Legionellaceae,Leptotrichiaceae,Leuconostocaceae,Listeriaceae,Methylobacteriaceae,Methylophilaceae,Microbacteriaceae,Micrococcaceae,Micromonosporaceae,Moraxellaceae,Mycobacteriaceae,Myxococcales_unclassified,Neisseriaceae,Nitrospiraceae,Nocardiaceae,Nocardioidaceae,Oceanospirillaceae,OD1_family_incertae_sedis,OP11_family_incertae_sedis,Opitutaceae,Oxalobacteraceae,Paenibacillaceae_1,Parachlamydiaceae,Pasteurellaceae,Pasteuriaceae,Patulibacteraceae,Peptococcaceae_1,Peptostreptococcaceae,Phyllobacteriaceae,Planctomycetaceae,Planococcaceae,Polyangiaceae,Porphyromonadaceae,Prevotellaceae,Propionibacteriaceae,Proteobacteria_unclassified,Pseudomonadaceae,Pseudonocardiaceae,Rhizobiaceae,Rhizobiales_unclassified,Rhodobacteraceae,Rhodocyclaceae,Rhodospirillaceae,Rhodospirillales_unclassified,Rikenellaceae,Ruminococcaceae,Salinisphaeraceae,Shewanellaceae,Sinobacteraceae,Solirubrobacteraceae,Solirubrobacterales_unclassified,Spartobacteria_family_incertae_sedis,Sphingobacteriaceae,Sphingobacteriales_unclassified,Sphingomonadaceae,Sphingomonadales_unclassified,Spirochaetaceae,SR1_family_incertae_sedis,Staphylococcaceae,Streptococcaceae,Subdivision3_family_incertae_sedis,Subdivision5_family_incertae_sedis,Succinivibrionaceae,Sutterellaceae,Synergistaceae,Thiotrichaceae,TM7_family_incertae_sedis,Veillonellaceae,Verrucomicrobia_unclassified,Verrucomicrobiaceae,Vibrionaceae,Xanthobacteraceae,Xanthomonadaceae
d1930_m50c4_f0_t4_ran_S63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11309,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7460,0,0,0
d1930_m50c4_fe_t4_ran_S115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8426,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,2350,0,0,0
d1930_m51c13_f0_t4_non_S49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,218,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11953,0,0,0,0,0,0,0,0,0,0,0,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,0,0,0
d1930_m51c13_fe_t4_non_S101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,456,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4640,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,13366,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,25,0,0,0
d1930_m52c13_f0_t4_non_S50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,62,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5060,0,0,0,0,0,0,0,0,0,0,0,0,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0
d1930_m52c13_fe_t4_non_S137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,78,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4807,0,0,0,0,0,0,0,0,0,0,0,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
d1930_m53c13_f0_t4_non_S83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,568,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8626,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13384,0,0,0,0,0,0,0,0,0,0,0,0,3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0
d1930_m53c13_fe_t4_non_S138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,786,0,0,134,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4706,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16079,0,0,0,0,0,0,0,0,0,0,0,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0
d1930_m54c13_f0_t4_non_S84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,576,0,0,1081,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13391,0,0,0,0,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0
d1930_m54c13_fe_t4_non_S139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,104,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2653,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,15466,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,22,0,0,0
d1930_m55c13_f0_t4_non_S11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,103,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,122,0,0,610,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4384,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12427,0,0,0,0,0,0,0,0,0,0,0,0,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,0,0,0
d1930_m55c13_fe_t4_non_S140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,208,0,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6849,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18228,0,0,0,0,0,0,0,0,0,0,0,0,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,36,0,0,0
d1930_m56c14_f0_t4_non_S12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4152,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11816,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0
d1930_m56c14_fe_t4_non_S169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,688,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3082,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12273,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1930_m57c14_f0_t4_non_S13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,125,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,64,0,0,1035,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13603,0,0,0,0,0,0,0,0,0,0,0,0,1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0,0
d1930_m57c14_fe_t4_non_S170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4998,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12019,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1930_m58c15_f0_t5_non_S14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,88,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9615,0,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6038,0,0,0
d1930_m58c15_fe_t5_non_S171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5005,2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16150,0,0,0,0,0,0,0,0,0,0,0,0,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2588,0,0,0
d1930_m59c15_f0_t5_non_S15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,314,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7277,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9733,0,0,0,0,0,0,0,0,0,0,0,0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5215,0,0,0
d1930_m59c15_fe_t5_non_S102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9165,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13632,0,0,0,0,0,0,0,0,0,0,0,0,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0
d1930_m5c9_f0_wt_non_S5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,34,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,37,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3414,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8345,0,0,0,0,0,0,0,0,0,0,0,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,4184,0,0,0
d1930_m5c9_fe_wt_non_S75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,1216,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6758,0,0,0,0,0,0,0,0,0,0,0,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,3536,0,0,0
d1930_m60c15_f0_t5_non_S51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,530,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7785,0,0,0,0,0,0,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5834,0,0,0
d1930_m60c15_fe_t5_non_S103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7421,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6373,0,0,0,0,0,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0
d1930_m61c15_f0_t5_non_S52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,71,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3018,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15145,0,0,0,0,0,0,0,0,0,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2535,0,0,0
d1930_m61c15_fe_t5_non_S104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7670,3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16451,0,0,0,0,0,0,0,0,0,0,0,0,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0
d1930_m62c15_f0_t5_non_S53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,97,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2319,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14811,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6364,0,0,0
d1930_m62c15_fe_t5_non_S105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6629,4366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13881,0,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041,0,0,0
d1930_m63c16_f0_t5_non_S54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6484,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8105,0,0,0,0,0,0,0,0,0,0,0,0,2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3280,0,0,0
d1930_m63c16_fe_t5_non_S106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13205,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8365,0,0,0,0,0,0,0,0,0,0,0,0,2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0
d1930_m64c16_f0_t5_non_S55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9284,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7818,0,0,0,0,0,0,0,0,0,0,0,0,2621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,0,0,0
d1930_m64c16_fe_t5_non_S141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10348,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6780,0,0,0,0,0,0,0,0,0,0,0,0,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0
